date_added,company_name,company_website,hq_country,hq_city,industry,sector,date_removed
2026-04-13,Home First Development,https://www.hfdpartners.com,United States,Oregon,Real estate development,Service with Minor Environmental Footprint,
2026-04-13,Home.Earth K/S,https://home.earth,Denmark,Capital Region of Denmark,Real estate development,Service with Significant Environmental Footprint,
2026-04-13,Homebiogas,https://www.homebiogas.com/,Israel,Central District,Other recycling,Manufacturing,
2026-04-13,HomeExchange,https://www.homeexchange.com,France,Île-de-France,Membership organizations,Service with Minor Environmental Footprint,
2026-04-13,"Homefree, LLC",https://www.homefreetreats.com,United States,New Hampshire,Food products,Manufacturing,
2026-04-13,Homes4All Srl Società Benefit,https://www.homes4all.it,,,Real estate - leased property,Service with Minor Environmental Footprint,
2026-04-13,Homethings,https://gethomethings.com,United Kingdom,London Borough of Camden,Cleaning products,Wholesale/Retail,
2026-04-13,Homeward Health,https://homewardhealth.com/,United States,California,Medical & dental practice,Service with Minor Environmental Footprint,
2026-04-13,Hone Built Pty Ltd,https://www.honebuilt.com.au,,,Contracting & building,Service with Significant Environmental Footprint,
2026-04-13,Honest Mobile,https://honestmobile.com,United Kingdom,London Borough of Lambeth,Telecommunications,Service with Minor Environmental Footprint,
2026-04-13,Honeycomb Strategies,https://www.hcsustainability.com,United States,Colorado,Other personal services,Service with Minor Environmental Footprint,
2026-04-13,Honeycomb Strategy,https://www.honeycombstrategy.com.au/,Australia,Victoria,Advertising & market research,Service with Minor Environmental Footprint,
2026-04-13,Honeywell Bakes Ltd,https://honeywellbakes.com,United Kingdom,Northamptonshire,Food products,Manufacturing,
2026-04-13,HOOMIZ,https://www.hoomiz.com,France,Île-de-France,Technology-based support services,Service with Minor Environmental Footprint,
2026-04-13,Hooper Collective trading as Team Outrageous,https://www.teamoutrageous.co,United Kingdom,Sheffield,Management consultant - for-profits,Service with Minor Environmental Footprint,
2026-04-13,Hop Studios,https://hopstudios.com,Canada,British Columbia,Web portals,Service with Minor Environmental Footprint,
2026-04-13,Hope Community Capital,https://hopecommunitycapital.com/,United States,Wisconsin,Management consultant - nonprofits,Service with Minor Environmental Footprint,
2026-04-13,HOPE Hydration,https://www.hopehydrate.com,United States,Florida,Beverage serving & bars,Service with Significant Environmental Footprint,
2026-04-13,Hope Solutions Services Limited,https://www.hopesolutions.services,United Kingdom,Somerset,Environmental consulting,Service with Minor Environmental Footprint,
2026-04-13,HoppR,https://www.hoppr.tech/,France,Hauts-de-France,Computer programming services,Service with Minor Environmental Footprint,
2026-04-13,Hopworks Brewery,https://hopworksbeer.com,United States,Oregon,Beverages,Manufacturing,
2026-04-13,Horace,https://www.horace.co,France,Île-de-France,Personal care products,Wholesale/Retail,
2026-04-13,HoraSalud,https://www.horasalud.cl,Chile,Santiago Metropolitan Region,Computer programming services,Service with Minor Environmental Footprint,
2026-04-13,HORDE Ltd,https://www.horde.group,United Kingdom,Hampshire,Spec design (non-building),Service with Minor Environmental Footprint,
2026-04-13,Horizon Organic Dairy,https://horizon.com/,United States,Colorado,Food products,Manufacturing,
2026-04-13,Horizon Software,https://www.horizontrading.io,France,Paris,Financial transaction processing,Service with Minor Environmental Footprint,
2026-04-13,Horse Pilot,https://www.horsepilot.com,France,Nord-Pas-de-Calais,Textiles,Wholesale/Retail,
2026-04-13,Hortifrut,https://www.hortifrut.com/,Chile,Santiago Metropolitan Region,Agricultural Processing,Agriculture/Growers,
2026-04-13,Hospitality Group,https://www.hospitality-group.nl/,Netherlands The,Utrecht,Management consultant - for-profits,Service with Minor Environmental Footprint,
2026-04-13,Hostería Las Balsas,https://www.lasbalsas.com,Argentina,Neuquén Province,Accommodation,Service with Significant Environmental Footprint,
2026-04-13,Hot Toast Consulting Pty Ltd,https://hottoast.com.au/,Australia,New South Wales,Accounting & auditing,Service with Minor Environmental Footprint,
2026-04-13,Hotel Bonka Communication,https://Hotelbonka.be,Belgium,Flemish Brabant,Advertising & market research,Service with Minor Environmental Footprint,
2026-04-13,HOTEL CARLOTA,https://www.carlota.ec,Ecuador,Pichincha Province,Accommodation,Service with Significant Environmental Footprint,
2026-04-13,Hotel el Ganzo,https://www.elganzo.com,Mexico,Baja California Sur,Accommodation,Service with Significant Environmental Footprint,
2026-04-13,Hotel Fazenda Morros Verdes,https://www.fazendamorrosverdes.com.br,Brazil,São Paulo,Accommodation,Service with Significant Environmental Footprint,
2026-04-13,Hotelera Del Valle S.A.C.,https://www.antiguacusco.com,Peru,Cusco,Accommodation,Service with Significant Environmental Footprint,
2026-04-13,Hoteles BF,https://hotelesbf.com,Mexico,Mexico City,Accommodation,Service with Significant Environmental Footprint,
2026-04-13,Hotpod Yoga Group,https://www.hotpodyoga.com,United Kingdom,City of London,Athletic & fitness centers,Service with Significant Environmental Footprint,
2026-05-04,Hotéis Emiliano,https://www.emiliano.com.br,Brazil,São Paulo,Accommodation,Service with Significant Environmental Footprint,
2026-05-04,HOUE ApS,https://houe.com,Denmark,Central Denmark Region,Furniture,Wholesale/Retail,
2026-04-13,House Collective,https://www.housecollectivesd.com,United States,California,Advertising & market research,Service with Minor Environmental Footprint,
2026-04-13,House Collective Limited,https://www.housecollective.com,United Kingdom,London Borough of Camden,Accommodation,Service with Minor Environmental Footprint,
2026-04-13,House of Baukjen (Izzie & Ollie ltd),https://www.houseofbaukjen.com,United Kingdom,London Borough of Camden,Apparel,Wholesale/Retail,
2026-04-13,House of Brand,https://www.houseofbrandgroup.com,,,Advertising & market research,Service with Minor Environmental Footprint,
2026-04-13,House of Enlightened Needs,http://www.hen103.org,China,Shanghai,Education & training services,Service with Minor Environmental Footprint,
2026-04-13,House of Hackney,https://houseofhackney.com,United Kingdom,London Borough of Hackney,Furniture,Wholesale/Retail,
2026-04-13,House of Risks,https://www.barbon.nl,Netherlands The,North Holland,Non-life insurance,Service with Minor Environmental Footprint,
2026-04-13,Household Design Ltd,https://www.household-design.com,United Kingdom,London Borough of Hackney,"Other professional, scientific & tech",Service with Minor Environmental Footprint,
2026-04-13,houseofdotcom,https://www.houseof.com/,United Kingdom,London Borough of Hackney,Electrical equipment,Wholesale/Retail,
2026-04-13,Houston & Hawkes Ltd,https://www.houstonandhawkes.com,United Kingdom,London Borough of Hillingdon,Event catering & related,Service with Significant Environmental Footprint,
2026-05-11,"HOVE SOCIAL GOOD INTELLIGENCE, INC",https://www.heysocialgood.com,United States,California,Data processing & hosting,Service with Minor Environmental Footprint,
2026-04-13,How&How,https://how.studio,United Kingdom,City of London,Advertising & market research,Service with Minor Environmental Footprint,
2026-04-13,HowBottle,https://www.howbottle.co,China,Shanghai,Apparel,Wholesale/Retail,
2026-04-13,Hoxby,https://www.hoxby.com,United Kingdom,London Borough of Barnet,"Other professional, scientific & tech",Service with Minor Environmental Footprint,
2026-04-13,HPB Companies B.V.,https://www.blyde.nl,Netherlands The,North Holland,Other info service activities,Service with Minor Environmental Footprint,
2026-04-13,HPB | Het PR Bureau,https://www.hetprbureau.com,,,Social networks & info sharing,Service with Minor Environmental Footprint,
2026-04-13,HPE Growth,https://www.hpegrowth.com,Netherlands The,North Holland,Equity investing - Developed Markets,Service with Minor Environmental Footprint,
2026-04-13,HQ Travel Group,https://www.hqtravelgroup.org,New Zealand,Taranaki Region,Travel agency & related,Service with Minor Environmental Footprint,
2026-04-13,HR Rockstars,https://www.hrrockstars.co.uk,United Kingdom,North Yorkshire,Management consultant - nonprofits,Service with Minor Environmental Footprint,
2026-04-13,HR Star,https://www.hr-star.co.uk,United Kingdom,Gloucestershire,Employment placement & HR,Service with Minor Environmental Footprint,
2026-04-13,HR-People First Consultancy Ltd,https://hr-peoplefirst.com,United Kingdom,London Borough of Islington,Employment placement & HR,Service with Minor Environmental Footprint,
2026-04-13,HT Studio,https://happytogether.studio/,Argentina,Autonomous City Of Buenos Aires,Advertising & market research,Service with Minor Environmental Footprint,
2026-04-13,HTA Design LLP,https://www.hta.co.uk,,,Architecture design & planning,Service with Minor Environmental Footprint,
2026-04-13,https://www.otherfoodsuk.com,https://www.otherfoodsuk.com,United Kingdom,West Berkshire,Food products,Wholesale/Retail,
2026-04-13,"Huangshan Qiyue Ecological Agriculture Co., Ltd.",https://www.xiaohongshu.com/user/profile/60b9ddb800000000010076ab,China,Anhui,Beverages,Agriculture/Growers,
2026-04-13,Hub Australia,https://www.hubaustralia.com,Australia,Victoria,Membership organizations,Service with Significant Environmental Footprint,
2026-04-13,Hublo,https://hublo.com/fr,France,Île-de-France,Software publishing and SaaS platforms,Service with Minor Environmental Footprint,
2026-04-13,Huckletree Ltd,https://www.huckletree.com,United Kingdom,City of London,Membership organizations,Service with Significant Environmental Footprint,
2026-04-13,hudi,https://www.hudi.fr,France,Île-de-France,Restaurants & food service,Service with Significant Environmental Footprint,
2026-04-13,Hue & Cry,https://www.huecryagency.com,United Kingdom,London Borough of Camden,Advertising & market research,Service with Minor Environmental Footprint,
2026-04-13,Huel Limited,https://www.huel.com,United Kingdom,Hertfordshire,Food products,Wholesale/Retail,
2026-04-13,Huella Verde,https://www.huellaverde.com.ec,Ecuador,Pichincha Province,Facilities & cleaning services,Service with Significant Environmental Footprint,
2026-04-13,Huerta Coworking,https://www.huertacoworking.com,Argentina,Autonomous City Of Buenos Aires,Other business support,Service with Significant Environmental Footprint,
2026-04-13,HUGGYS,https://huggys.be,Belgium,Wallonia,Restaurants & food service,Service with Significant Environmental Footprint,
2026-04-13,Hugo & Hoby LLC,https://www.hugoandhoby.com,United States,Connecticut,Furniture,Wholesale/Retail,
2026-04-13,"Huilai Biotechnology (Shenzhen) Co., Ltd.",https://www.bloom-gem.com,China,Guangdong,Textiles,Wholesale/Retail,
2026-04-13,Human After All,https://humanafterall.studio,United Kingdom,London Borough of Camden,Other info service activities,Service with Minor Environmental Footprint,
2026-04-13,"Human Capital Innovations, LLC",https://www.innovativehumancapital.com,United States,Utah,Management consultant - for-profits,Service with Minor Environmental Footprint,
2026-04-13,Human First Works,https://humanfirstworks.com/,United States,California,Management consultant - for-profits,Service with Minor Environmental Footprint,
2026-04-13,Human Forest Limited,https://www.humanforest.co.uk,United Kingdom,London Borough of Southwark,Other transport equipment,Service with Significant Environmental Footprint,
2026-04-13,"Human Resources Governance Leaders Co., Ltd.",https://www.hrgl.jp/en/company/,Japan,Tokyo,Management consultant - for-profits,Service with Minor Environmental Footprint,
2026-04-13,Human.Kind,https://www.humankindstudios.com.au,Australia,South Australia,Other recreation,Service with Significant Environmental Footprint,
2026-04-13,"Humango Solutions, LLC",https://www.humangosolutions.com,United States,Virginia,Computer programming services,Service with Minor Environmental Footprint,2026-05-18
2026-04-13,Humanise Services Partagés,https://humanise.world/,Canada,Quebec,Advertising & market research,Service with Minor Environmental Footprint,
2026-04-13,Humanitarian Advisory Group,https://www.humanitarianadvisorygroup.org,Australia,Victoria,Management consultant - for-profits,Service with Minor Environmental Footprint,
2026-04-13,Humanity Financial Management Inc.,https://humanityfinancial.ca,Canada,British Columbia,Accounting & auditing,Service with Minor Environmental Footprint,
2026-04-13,Humankind Research,https://www.humankind-research.com,United Kingdom,East Sussex,Advertising & market research,Service with Minor Environmental Footprint,
2026-04-13,Humanscale Corporation,https://www.humanscale.com,United States,New York,Furniture,Manufacturing,
2026-04-13,humbition,https://www.humbition.com,United States,New York,Equity investing - Developed Markets,Service with Minor Environmental Footprint,
2026-04-13,Humdakin ApS,https://www.humdakin.com,Denmark,Central Denmark Region,Cleaning products,Wholesale/Retail,
2026-04-13,hummingbirds,https://hummingbirds.eu/,France,Île-de-France,Other financial services,Service with Minor Environmental Footprint,
2026-04-13,Hundred Studio,https://hundredstudio.co.uk,United Kingdom,Northern Ireland,Advertising & market research,Service with Minor Environmental Footprint,
